,fips,date,year,month,day_of_week
2476,66.0,2021-01-22,2021,1,4
2477,15.0,2021-01-22,2021,1,4
2478,19.0,2021-01-22,2021,1,4
2479,16.0,2021-01-22,2021,1,4
2480,17.0,2021-01-22,2021,1,4
2481,18.0,2021-01-22,2021,1,4
2482,20.0,2021-01-22,2021,1,4
2483,21.0,2021-01-22,2021,1,4
2484,22.0,2021-01-22,2021,1,4
2485,25.0,2021-01-22,2021,1,4
2486,24.0,2021-01-22,2021,1,4
2487,23.0,2021-01-22,2021,1,4
2488,26.0,2021-01-22,2021,1,4
2489,27.0,2021-01-22,2021,1,4
2490,29.0,2021-01-22,2021,1,4
2491,69.0,2021-01-22,2021,1,4
2492,28.0,2021-01-22,2021,1,4
2493,30.0,2021-01-22,2021,1,4
2494,37.0,2021-01-22,2021,1,4
2495,38.0,2021-01-22,2021,1,4
2496,31.0,2021-01-22,2021,1,4
2497,33.0,2021-01-22,2021,1,4
2498,34.0,2021-01-22,2021,1,4
2499,35.0,2021-01-22,2021,1,4
2500,32.0,2021-01-22,2021,1,4
2501,36.0,2021-01-22,2021,1,4
2502,39.0,2021-01-22,2021,1,4
2503,40.0,2021-01-22,2021,1,4
2504,41.0,2021-01-22,2021,1,4
2505,42.0,2021-01-22,2021,1,4
2506,72.0,2021-01-22,2021,1,4
2507,44.0,2021-01-22,2021,1,4
2508,45.0,2021-01-22,2021,1,4
2509,46.0,2021-01-22,2021,1,4
2510,47.0,2021-01-22,2021,1,4
2511,48.0,2021-01-22,2021,1,4
2512,49.0,2021-01-22,2021,1,4
2513,51.0,2021-01-22,2021,1,4
2514,78.0,2021-01-22,2021,1,4
2515,50.0,2021-01-22,2021,1,4
2516,53.0,2021-01-22,2021,1,4
2517,55.0,2021-01-22,2021,1,4
2518,54.0,2021-01-22,2021,1,4
2519,56.0,2021-01-22,2021,1,4
2520,2.0,2021-01-21,2021,1,3
2521,1.0,2021-01-21,2021,1,3
2522,5.0,2021-01-21,2021,1,3
2523,60.0,2021-01-21,2021,1,3
2524,4.0,2021-01-21,2021,1,3
2525,6.0,2021-01-21,2021,1,3
2526,8.0,2021-01-21,2021,1,3
2527,9.0,2021-01-21,2021,1,3
2528,11.0,2021-01-21,2021,1,3
2529,10.0,2021-01-21,2021,1,3
2530,12.0,2021-01-21,2021,1,3
2531,13.0,2021-01-21,2021,1,3
2532,66.0,2021-01-21,2021,1,3
2533,15.0,2021-01-21,2021,1,3
2534,19.0,2021-01-21,2021,1,3
2535,16.0,2021-01-21,2021,1,3
2536,17.0,2021-01-21,2021,1,3
2537,18.0,2021-01-21,2021,1,3
2538,20.0,2021-01-21,2021,1,3
2539,21.0,2021-01-21,2021,1,3
2540,22.0,2021-01-21,2021,1,3
2541,25.0,2021-01-21,2021,1,3
2542,24.0,2021-01-21,2021,1,3
2543,23.0,2021-01-21,2021,1,3
2544,26.0,2021-01-21,2021,1,3
2545,27.0,2021-01-21,2021,1,3
2546,29.0,2021-01-21,2021,1,3
2547,69.0,2021-01-21,2021,1,3
2548,28.0,2021-01-21,2021,1,3
2549,30.0,2021-01-21,2021,1,3
2550,37.0,2021-01-21,2021,1,3
2551,38.0,2021-01-21,2021,1,3
2552,31.0,2021-01-21,2021,1,3
2553,33.0,2021-01-21,2021,1,3
2554,34.0,2021-01-21,2021,1,3
2555,35.0,2021-01-21,2021,1,3
2556,32.0,2021-01-21,2021,1,3
2557,36.0,2021-01-21,2021,1,3
2558,39.0,2021-01-21,2021,1,3
2559,40.0,2021-01-21,2021,1,3
2560,41.0,2021-01-21,2021,1,3
2561,42.0,2021-01-21,2021,1,3
2562,72.0,2021-01-21,2021,1,3
2563,44.0,2021-01-21,2021,1,3
2564,45.0,2021-01-21,2021,1,3
2565,46.0,2021-01-21,2021,1,3
2566,47.0,2021-01-21,2021,1,3
2567,48.0,2021-01-21,2021,1,3
2568,49.0,2021-01-21,2021,1,3
2569,51.0,2021-01-21,2021,1,3
2570,78.0,2021-01-21,2021,1,3
2571,50.0,2021-01-21,2021,1,3
2572,53.0,2021-01-21,2021,1,3
2573,55.0,2021-01-21,2021,1,3
2574,54.0,2021-01-21,2021,1,3
2575,56.0,2021-01-21,2021,1,3
2576,2.0,2021-01-20,2021,1,2
2577,1.0,2021-01-20,2021,1,2
2578,5.0,2021-01-20,2021,1,2
2579,60.0,2021-01-20,2021,1,2
2580,4.0,2021-01-20,2021,1,2
2581,6.0,2021-01-20,2021,1,2
2582,8.0,2021-01-20,2021,1,2
2583,9.0,2021-01-20,2021,1,2
2584,11.0,2021-01-20,2021,1,2
2585,10.0,2021-01-20,2021,1,2
2586,12.0,2021-01-20,2021,1,2
2587,13.0,2021-01-20,2021,1,2
2588,66.0,2021-01-20,2021,1,2
2589,15.0,2021-01-20,2021,1,2
2590,19.0,2021-01-20,2021,1,2
2591,16.0,2021-01-20,2021,1,2
2592,17.0,2021-01-20,2021,1,2
2593,18.0,2021-01-20,2021,1,2
2594,20.0,2021-01-20,2021,1,2
2595,21.0,2021-01-20,2021,1,2
2596,22.0,2021-01-20,2021,1,2
2597,25.0,2021-01-20,2021,1,2
2598,24.0,2021-01-20,2021,1,2
2599,23.0,2021-01-20,2021,1,2
2600,26.0,2021-01-20,2021,1,2
2601,27.0,2021-01-20,2021,1,2
2602,29.0,2021-01-20,2021,1,2
2603,69.0,2021-01-20,2021,1,2
2604,28.0,2021-01-20,2021,1,2
2605,30.0,2021-01-20,2021,1,2
2606,37.0,2021-01-20,2021,1,2
2607,38.0,2021-01-20,2021,1,2
2608,31.0,2021-01-20,2021,1,2
2609,33.0,2021-01-20,2021,1,2
2610,34.0,2021-01-20,2021,1,2
2611,35.0,2021-01-20,2021,1,2
2612,32.0,2021-01-20,2021,1,2
2613,36.0,2021-01-20,2021,1,2
2614,39.0,2021-01-20,2021,1,2
2615,40.0,2021-01-20,2021,1,2
2616,41.0,2021-01-20,2021,1,2
2617,42.0,2021-01-20,2021,1,2
2618,72.0,2021-01-20,2021,1,2
2619,44.0,2021-01-20,2021,1,2
2620,45.0,2021-01-20,2021,1,2
2621,46.0,2021-01-20,2021,1,2
2622,47.0,2021-01-20,2021,1,2
2623,48.0,2021-01-20,2021,1,2
2624,49.0,2021-01-20,2021,1,2
2625,51.0,2021-01-20,2021,1,2
2626,78.0,2021-01-20,2021,1,2
2627,50.0,2021-01-20,2021,1,2
2628,53.0,2021-01-20,2021,1,2
2629,55.0,2021-01-20,2021,1,2
2630,54.0,2021-01-20,2021,1,2
2631,56.0,2021-01-20,2021,1,2
2632,2.0,2021-01-19,2021,1,1
2633,1.0,2021-01-19,2021,1,1
2634,5.0,2021-01-19,2021,1,1
2635,60.0,2021-01-19,2021,1,1
2636,4.0,2021-01-19,2021,1,1
2637,6.0,2021-01-19,2021,1,1
2638,8.0,2021-01-19,2021,1,1
2639,9.0,2021-01-19,2021,1,1
2640,11.0,2021-01-19,2021,1,1
2641,10.0,2021-01-19,2021,1,1
2642,12.0,2021-01-19,2021,1,1
2643,13.0,2021-01-19,2021,1,1
2644,66.0,2021-01-19,2021,1,1
2645,15.0,2021-01-19,2021,1,1
2646,19.0,2021-01-19,2021,1,1
2647,16.0,2021-01-19,2021,1,1
2648,17.0,2021-01-19,2021,1,1
2649,18.0,2021-01-19,2021,1,1
2650,20.0,2021-01-19,2021,1,1
2651,21.0,2021-01-19,2021,1,1
2652,22.0,2021-01-19,2021,1,1
2653,25.0,2021-01-19,2021,1,1
2654,24.0,2021-01-19,2021,1,1
2655,23.0,2021-01-19,2021,1,1
2656,26.0,2021-01-19,2021,1,1
2657,27.0,2021-01-19,2021,1,1
2658,29.0,2021-01-19,2021,1,1
2659,69.0,2021-01-19,2021,1,1
2660,28.0,2021-01-19,2021,1,1
2661,30.0,2021-01-19,2021,1,1
2662,37.0,2021-01-19,2021,1,1
2663,38.0,2021-01-19,2021,1,1
2664,31.0,2021-01-19,2021,1,1
2665,33.0,2021-01-19,2021,1,1
2666,34.0,2021-01-19,2021,1,1
2667,35.0,2021-01-19,2021,1,1
2668,32.0,2021-01-19,2021,1,1
2669,36.0,2021-01-19,2021,1,1
2670,39.0,2021-01-19,2021,1,1
2671,40.0,2021-01-19,2021,1,1
2672,41.0,2021-01-19,2021,1,1
2673,42.0,2021-01-19,2021,1,1
2674,72.0,2021-01-19,2021,1,1
2675,44.0,2021-01-19,2021,1,1
2676,45.0,2021-01-19,2021,1,1
2677,46.0,2021-01-19,2021,1,1
2678,47.0,2021-01-19,2021,1,1
2679,48.0,2021-01-19,2021,1,1
2680,49.0,2021-01-19,2021,1,1
2681,51.0,2021-01-19,2021,1,1
2682,78.0,2021-01-19,2021,1,1
2683,50.0,2021-01-19,2021,1,1
2684,,2021-01-19,2021,1,1
